0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.910246129019960290e-03,-9.993346494850937622e-01,1.017639737564670884e-03
2.101270741921956037e-02,-9.924270641736864240e-01,1.119150388151714075e-02
9.024520566074972772e-02,-9.633260973563003704e-01,4.785085152147445370e-02
1.000000000000000056e-01,-9.586867796362105176e-01,5.296161167312427032e-02
1.620137925642631538e-01,-9.258645467999973011e-01,8.485460729333291208e-02
2.000000000000000111e-01,-9.027889112720003384e-01,1.036497926559133281e-01
2.904214599277298303e-01,-8.382675139438290346e-01,1.446391115461342636e-01
2.999999999999999889e-01,-8.306260381910854917e-01,1.485683640467991840e-01
3.629753785629849516e-01,-7.765787429024003652e-01,1.717892579699094868e-01
4.000000000000000222e-01,-7.418249386209412322e-01,1.829614536894396959e-01
4.770534290759261276e-01,-6.631794877007270994e-01,1.990127450271157450e-01
5.000000000000000000e-01,-6.383331168555735902e-01,2.016899292294109802e-01
5.660620891060421656e-01,-5.640178424157847870e-01,2.035389581260682590e-01
5.999999999999999778e-01,-5.246451904350561968e-01,2.010263236279052068e-01
6.739444309233001418e-01,-4.373959700441011900e-01,1.875631706448426528e-01
6.999999999999999556e-01,-4.064753443756524143e-01,1.803470036987513125e-01
7.727845074604184905e-01,-3.204462411083068840e-01,1.541335452247915572e-01
8.000000000000000444e-01,-2.885640017050770667e-01,1.423049560307150241e-01
8.680653076845993299e-01,-2.097662080334105061e-01,1.088097144151009832e-01
9.000000000000000222e-01,-1.732735536372859153e-01,9.152076177776667654e-02
9.838805001232669989e-01,-7.864349841088066895e-02,4.285231215152905671e-02
1.000000000000000000e+00,-6.060848403033946424e-02,3.313653999684940815e-02
1.075215561798575692e+00,2.329195946134686099e-02,-1.276900043895719955e-02
1.100000000000000089e+00,5.094915858529438374e-02,-2.787123492266712493e-02
1.180742587344332239e+00,1.416194753241269977e-01,-7.575098042520954367e-02
1.199999999999999956e+00,1.634452144256286765e-01,-8.667528791438733338e-02
1.274140549061153260e+00,2.484467909095391391e-01,-1.259365321618040878e-01
1.300000000000000044e+00,2.784823125294648150e-01,-1.383194042436901861e-01
1.370363414385006751e+00,3.611249675645887836e-01,-1.675833937082438219e-01
1.399999999999999911e+00,3.962259714502777697e-01,-1.776603825939244152e-01
1.475476348450172281e+00,4.856824266609924834e-01,-1.962861173743714605e-01
1.500000000000000000e+00,5.145355353304835733e-01,-1.999825469724264837e-01
1.569002171977019522e+00,5.941813991710900300e-01,-2.038303839581308841e-01
1.600000000000000089e+00,6.288405638061898006e-01,-2.023985981350429619e-01
1.668085307992845490e+00,7.014302765336964951e-01,-1.926737624809414517e-01
1.699999999999999956e+00,7.334236412733166066e-01,-1.852289017922421344e-01
1.779143910042801702e+00,8.061363851649941958e-01,-1.600013041116288282e-01
1.800000000000000044e+00,8.236095025930976199e-01,-1.519867465296410314e-01
1.877743898681604184e+00,8.822902596466567493e-01,-1.182966616314455321e-01
1.899999999999999911e+00,8.972202422930054544e-01,-1.077703185628708094e-01
1.981022511827036148e+00,9.447963728468979916e-01,-6.725875294049291075e-02
2.000000000000000000e+00,9.544656219553416809e-01,-5.741869107236096531e-02
2.079164752168527475e+00,9.892184000029194957e-01,-1.564035596698150343e-02
2.100000000000000089e+00,9.969549386436825644e-01,-4.547318263395508375e-03
2.175325895070217008e+00,1.020467529298948239e+00,3.551095128864580758e-02
